,description,points,taster_twitter_handle,title,variety,winery
75373,"Dry Creek has made yet another delicious Chenin Blanc at a screaming fair price. Pleasantly and conservatively sweet in smell and taste, it shows nice melon and pineapple flavors, with a fresh, creamy texture. Fermented in stainless steel, the wine has 0.6% residual sugar.",87,@vboone,Dry Creek Vineyard 2011 Dry Chenin Blanc (Clarksburg),Chenin Blanc,Dry Creek Vineyard
50641,"This is a smoothly textured wine, full of berry fruits that are rich enough to cope with the acidity. The tannins come through slowly, balanced by plenty of acidity as well as lively fruit tones at the end. This is full of life and ready to drink.",90,@vossroger,Casa Santa Eufemia 2009 Late Bottled Vintage  (Port),Port,Casa Santa Eufemia
102338,"Earthy aromas of tilled soil, bell pepper, ripe plum and a whiff of barnyard waft out of the glass. The palate is a bit rustic, displaying fig, ground black pepper, graphite and a gamey note alongside velvety tannins. Drink soon.",88,@kerinokeefe,Stefania Mezzetti 2012 Principe Syrah (Cortona),Syrah,Stefania Mezzetti
128514,"Nicely balanced and classically styled, this dry wine is cedary and spicy in aroma, and full of plum and red-cherry flavors shaded by light herbal, savory accents. Not very full-bodied, it has a trim, agile texture and appetizing fine-grained tannins.",89,@gordone_cellars,Casto Oaks 2013 Gardner Vineyard Cabernet Sauvignon (Sierra Foothills),Cabernet Sauvignon,Casto Oaks
118928,"A fresh, green apple-and-cream style of wine, made to be drunk young. It's crisp, lively and light with a touch of pepper and spice. Screwcap.",85,@vossroger,Domäne Wachau 2007 Wachau Collection Grüner Veltliner (Wachau),Grüner Veltliner,Domäne Wachau
47138,"Pale straw in the glass, this wine has a nose of pineapple and lemon blossom with a strong dose of vanilla. It is round and full in the mouth, with rich flavors of green apple, guava and tropical fruits with a slight hint of toast that carry on through the long-lasting finish.",91,@worldwineguys,Chateau Burgozone 2012 Collection Chardonnay (Danube River Plains),Chardonnay,Chateau Burgozone
78737,"Combine the two block selections and you come close to this reserve. There's good intensity to the black-cherry fruit, and a base of minerality that gives it a mouthfeel as if it had been carved directly out of rock. Tight and ageworthy. Drink 2018 to 2026.",92,@paulgwine ,Bryn Mawr Vineyards 2014 Reserve Pinot Noir (Eola-Amity Hills),Pinot Noir,Bryn Mawr Vineyards
12576,"Spicy, leafy aromas of tobacco, dried cherry and plum lead to a round palate that's hollow in the middle. Earthy flavors of mixed berry fruits and spice end chunky and herbal, which is par for the course for Carmenère.",87,@wineschach,Leyendas de Familia 2013 Gran Reserva Carmenère (Maule Valley),Carmenère,Leyendas de Familia
108460,"This gorgeous Brunello proves that top producers can make outstanding wines even in challenging vintages like 2009. It opens with an elegant bouquet of violet, red berry, spice and a whiff of new leather. The delicious palate delivers fleshy black cherry layered with mint, licorice, balsamic herbs and cinnamon-spice. It's impeccably balanced with firm tannins and fresh acidity that give it an age-worthy structure. Drink 2016–2024.",94,@kerinokeefe,Il Marroneto 2009 Madonna delle Grazie  (Brunello di Montalcino),Sangiovese,Il Marroneto
115775,"Pure Merlot from the Barde-Haut vineyard gives a smooth and ripely fruited wine that is now on the way to maturity. It combines soft tannins, an elegant structure and juicy acidity. The aftertaste is fruity with a more mature edge.",88,@vossroger,Château Barde Haut 2008 Le Vallon de Barde-Haut  (Saint-Émilion),Merlot,Château Barde Haut
121722,"Cigarbox, cinnamon and clove aromas are followed by pepper, tea leaf and cherry on the palate of this traditional-style Agiorgitiko. Subtle and a bit spicy, this should pair well with brick-oven pizza with tangy cheese or lamb kebabs.",84,@suskostrzewa,Greek Wine Cellars 2009 Agiorgitiko (Nemea),Agiorgitiko,Greek Wine Cellars
4391,"This blend of 65% Cabernet Sauvignon, 15% Cabernet Franc, 15% Merlot and 5% Petit Verdot boasts bright raspberry and cherry aromas, with green wood, baking spice and whiffs of game. The palate delivers concentrated fruit and medicinal flavors that carry through the finish.",88,@wawinereport,Drink Washington State 2015 Escape to Walla Walla Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Drink Washington State
123942,"The wine is powerful with fine tannins and concentrated black fruits. The dense texture is lifted by the acidity and beautiful fruit of the vintage. The tannins are dusty, tight and surrounded by beautiful fruit and acidity. This, the second wine of Montrose, will develop surely over the next several years. Drink from 2024.",93,@vossroger,Château Montrose 2014 La Dame de Montrose  (Saint-Estèphe),Bordeaux-style Red Blend,Château Montrose
18101,"An intriguing blend of Négrette, Syrah and Malbec, this wine is a selection of the best lots of the vintage. It has purity of blackberry fruit, edged with an earthy, barnyard character. It is ripe, generous, but not overweight.",91,@vossroger,Château Bouissel 2005 Le Bouissel Red (Fronton),Red Blend,Château Bouissel
103086,"Wood aging for 18 months has smoothed out the natural tannins of this Pommard while retaining the concentration of the 30-year-old vines. The wine is rich, soft, full of blackberry fruitiness and maturing well, ready to be drunk from 2015.",87,@vossroger,Manuel Olivier 2011  Pommard,Pinot Noir,Manuel Olivier
120938,Slender citrus zestiness is the theme here: is it bergamot or lime? The wonderfully rich core of phenolics provides heft and pith with a touch of white pepper here and there and a mossy savouriness that provides welcome refreshment.,92,@AnneInVino,Lagler 2012 1000 Eimerberg Smaragd Neuburger (Wachau),Neuburger,Lagler
121271,"Ripe and juicy, this is a warm version of Touriga Nacional. Acidity and a smoky character balance the crushed blackberry fruitiness. Drink the wine now.",86,@vossroger,Quinta da Lapa 2014 Reserva Touriga Nacional (Tejo),Touriga Nacional,Quinta da Lapa
9,This has great depth of flavor with its fresh apple and pear fruits and touch of spice. It's off dry while balanced with acidity and a crisp texture. Drink now.,87,@vossroger,Jean-Baptiste Adam 2012 Les Natures Pinot Gris (Alsace),Pinot Gris,Jean-Baptiste Adam
47988,"Aromas of black cherries marinated in spirits, menthol, leather and chopped herbs lead the nose on this brawny wine. The hefty palate shows the heat of the vintage, offering dried berries, licorice, tobacco and mocha alongside the warmth of evident alcohol and jarring tannins. Give it a few years to let the tannins soften up a bit but then drink before the fruit dries up.",88,@kerinokeefe,Sordo 2011 Monvigliero  (Barolo),Nebbiolo,Sordo
119627,"In the blend of this intensely fragrant young wine is 14% Cabernet Sauvignon and 10% Petit Verdot. I like the complexity, the way the primary fruits mix in unusual notes of pineapple along with the black cherry. It's resonant and tangy, with good, long flavors and lots of new oak. This was a year of winemaker transition, and may be the last of the real chocolaty wines from Northstar. Give this plenty of airing, or cellar it for another 3–4 years.",92,@paulgwine ,Northstar 2004 Merlot (Columbia Valley (WA)),Merlot,Northstar
82372,"This organic rosé leads with mineral aromas that are framed by fruity notes of yellow peach, melon and green mango. The palate is clean and direct, with attractive vibrancy and freshness that carries through to the softly herbal finish. Drink now.",87,@laurbuzz,Vignobles Jeanjean 2014 Domaine Le Pive Gris Rosé (Sable de Camargue),Rosé,Vignobles Jeanjean
51810,"This is a perfumed, fruity wine. Along with its fresh acidity, crisp apple texture and touches of lemon, it offers a tang of orange zest as well as touches of minerality from the gravelly soil of the vineyard. Drink now.",86,@vossroger,Jean-Michel Sorbe 2014 Sauvignon Blanc (Reuilly),Sauvignon Blanc,Jean-Michel Sorbe
63430,"Ripe raisin and black-fruit aromas come with a licorice sidenote. This feels tight and pure but not demanding, with proper balance. Plum, blackberry and chocolate flavors give way to a spongy fruit-driven finish.",90,@wineschach,Regina Viarum 2014 Mencía (Ribeira Sacra),Mencía,Regina Viarum
46143,"A mineral and ripe wine, full of yellow fruits along with a tight, steely texture. The combination gives the wine structure and richness, offering ripe complexity and the potential to age.",92,@vossroger,Jacques Charlet 2009 Les Vieux Murs  (Pouilly-Fuissé),Chardonnay,Jacques Charlet
109503,"Aromas of rose, violet, sour cherry and baking spice make a promising initial impression but the palate is on the lean side offering raw red berry, clove, sage and a hint of tobacco. Grainy tannins leave an astringent finish. Let the tannins soften up for another few years and then drink to capture the remaining fruit.",88,@kerinokeefe,Gianfranco Alessandria 2011 San Giovanni  (Barolo),Nebbiolo,Gianfranco Alessandria
117887,"Almost black in color, this medicinal, bitter chocolate flavored wine is completely dominated by wood at this stage. But it has such weight that, even though it will always be dark and dry, it is going to be powerful and impressive. Age 6–8 years.",92,@vossroger,Château Saint-Didier-Parnac 2009 Prieuré de Cenac Malbec (Cahors),Malbec,Château Saint-Didier-Parnac
52903,"Citrus blossom is evoked on the nose, aromatic mandarin peel and the dark, crushed foliage of citrus, too. On the palate there is a purity that is both mellow and taut, generous and restrained. The body is slender and willowy, while breezes of herbs and citrus come and go. Do not smother this dry, delicate veil of Riesling with big food. Choose light, delicate fare and this will simply sing.",94,@AnneInVino,Domaine Weinbach 2014 Cuvée Colette Riesling (Alsace),Riesling,Domaine Weinbach
2744,"Almost white in color, this wine is fruity and crisp with lemon and lime flavors. A light hint of a tannic structure also suggests minerality. The aftertaste is bright and packed with acidity.",86,@vossroger,Château Côte Montpezat 2015 Le Canon de Côte Montpezat Rosé (Bordeaux Rosé),Rosé,Château Côte Montpezat
53914,"This is a soft wine whose herbal character is held in check by a smooth texture. It is bright and crisp, with plenty of citrus and gooseberry flavors as well as intense acidity. The wine is ready to drink.",85,@vossroger,Domaine de l'Herré 2015 La Galope Sauvignon Blanc (Côtes de Gascogne),Sauvignon Blanc,Domaine de l'Herré
39401,"Despite cool conditions in 2013, this is a ripe, healthy Tempranillo. On the nose, wood grain, sawdust, clove and citrus notes are as prominent as berry aromas. The palate feels tight and racy, with pronounced acidity and strong tannins. Flavors of clove, peppery spice and raw oak sit on top of a bed of berry fruit, while a reprise of oak character drives the finish. Drink through 2025.",92,@wineschach,Abadia Retuerta 2013 Pago Negralada Tempranillo (Vino de la Tierra de Castilla y León),Tempranillo,Abadia Retuerta
13852,"Opulently dense, this wine opens nicely in orange blossom and caramel apple, followed by a palate that's somewhat incomplete in fruit-flavor follow-up. Concentrated and full bodied, it packs a powerful punch, ending in oak.",86,@vboone,Acacia 2013 Sangiacomo Vineyard Chardonnay (Carneros),Chardonnay,Acacia
57581,"This concentrated wine offers aromas of tobacco leaf, stewed plum, grilled porcini mushroom and sage. The lush palate delivers blackberry extract layered with notes of chocolate and vanilla alongside velvety, embracing tannins.",93,@kerinokeefe,Cesari 2006 Bosan Riserva  (Amarone della Valpolicella Classico),Red Blend,Cesari
5856,"This wood-aged wine is smooth, with berry fruit flavors, solid tannins and a touch of mint. It should age well for the next few years, so drink from 2019.",88,@vossroger,Château de Lagarde 2015  Bordeaux Supérieur,Bordeaux-style Red Blend,Château de Lagarde
66012,"Cheesy oak, vanilla, licorice and herb aromas accent an otherwise ripe-fruit bouquet. Like many of Chile's top 2012s, this is a heavy, ripe wine with a jammy wall-to-wall feel. Raspberry, cassis and herbal olive flavors finish earthy and loamy, with a warm tobacco note. Drink through 2018.",90,@wineschach,Errazuriz 2012 Don Maximiano Founder's Reserve Red (Aconcagua Valley),Red Blend,Errazuriz
55700,"Loved the 2008 but at this point in time I can't say the same about this bottling. It's vegetal, with heavy bell pepper and asparagus aromas and flavors. Low-volume zest and kick indicates that it has turned; best to wait for the 2010 because this is too green and flat.",84,@wineschach,O. Fournier 2009 Centauri Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,O. Fournier
110526,"Lovely scents of white spring flower, white stone fruit and citrus set the tone on this vibrant savory white. On the mineral-driven palate, notes of saline and Mediterranean herb accent grapefruit, lemon and white peach. It finishes crisp and clean.",90,@kerinokeefe,Tonnino 2014 Grillo (Terre Siciliane),Grillo,Tonnino
64340,"This estate-grown Pinot Noir artfully blends seven different clones, capturing the nuances of each, and melding them into a fascinating wine. Dig in—you'll find plenty of black cherry and cassis fruit, streaked with iron, espresso and licorice. The texture and length add more subtlety, with a delicate hint of sandalwood at the very end.",91,@paulgwine ,Carabella 2012 Estate Pinot Noir (Chehalem Mountains),Pinot Noir,Carabella
125178,"Gravenstein apple, crisp Bosc pear, seared lemon and a touch of flinty smoke show on the very approachable and delicious nose of this best-of-barrel bottling by winemaker Bill Brosseau. The palate is full-bodied yet zesty, crisp and fresh, with stonefruit and squeezed citrus flavors, as well as a sea salt character that rides deep into the finish.",93,@mattkettmann,Testarossa 2015 Diana's Chardonnay (California),Chardonnay,Testarossa
98269,"Gritty, spicy, schisty berry aromas are composed, while this Garnacha-led blend feels saturated and layered. Spicy plum, herbal notes and black pepper make up the flavor profile, while this is strapping, peppery tasting and complex on the finish. Drink through 2022.",91,@wineschach,Mas d'en Gil 2010 Coma Vella Red (Priorat),Red Blend,Mas d'en Gil
63266,"This opens with earthy aromas of brimstone, scorched soil, hay, orchard fruit and dried herb. The palate offers pink grapefruit, white stone fruit, sage and a marked saline note that creates a briny mineral finish.",89,@kerinokeefe,Baglio di Pianetto 2015 Timeo Grillo (Sicilia),Grillo,Baglio di Pianetto
13953,"Already balanced, this is a rich, firm and elegant wine. Its fruitiness comes from plum skins and black cherries as well as the acidity. It also has a solid core of tannin.",87,@vossroger,Domaine Antonin Guyon 2011 Les Goudelettes  (Savigny-lès-Beaune),Pinot Noir,Domaine Antonin Guyon
96411,"A blend of 70% Sangiovese and 30% Merlot, this simple, informal red presents violet, berry and herbaceous aromas. The easy-drinking palate doles out blackberry and wild cherry with soft acidity.",85,@kerinokeefe,Vignemastre 2012 Dardo Red (Toscana),Red Blend,Vignemastre
28695,"Flinty and sweaty upfront, with even a hint of onion or garlic. Once past that, things smooth out, with a light to medium weight on the palate and some pleasant melon and citrus notes that linger on the finish.",85,@JoeCz,Castell 2009 Schloss Trocken Silvaner (Franken),Silvaner,Castell
34821,"Gamy aromas of wild berry fruits lead to a solid direct palate with good balance, cushion and acidity. Ripe flavors of black cherry and black plum finish firm, healthy and spicy, with touches of chocolate and toasty oak. This is 70% Monastrell and 30% Cabernet Sauvignon.",89,@wineschach,Hacienda del Carche 2013 Cepas Viejas Red (Jumilla),Red Blend,Hacienda del Carche
79879,"A hard-driving, ultragreen nose oozes pure bell pepper. A plump palate with cutting lime-like acidity adds zest and sharpness to vegetal citrus flavors. Packed to the brim with pyrazines, this is about as green as SB gets.",83,@wineschach,Undurraga 2015 T.H.Terroir Hunter Lo Abarca Sauvignon Blanc (San Antonio),Sauvignon Blanc,Undurraga
74884,"Rough, grassy aromas and flavors along with a choppy mouthfeel render this one rung above unacceptable. Overall, this is about as raw, punchy, green and herbaceous as a Malbec can get.",80,@wineschach,Pampa 2014 Estate Malbec (Mendoza),Malbec,Pampa
6440,"A big, complex wine from this continually improving property, this is now performing at its classed-growth level with concentrated ripe berry fruits and chocolate flavors. The wood aging is still showing through and needs time to integrate better, but as it does, this will be a great wine.",95,@vossroger,Château Bélair-Monange 2010  Saint-Émilion,Bordeaux-style Red Blend,Château Bélair-Monange
14798,"This is a surprisingly bright and enticing wine, with forward scents of red apple and orange that are laced with notes of wood and baking spice. The palate is rich and creamy, but not overly so, with good acidic cut to the lingering flavors of wood-grilled apple and peach. Drink now–2019.",91,@laurbuzz,Thelema 2014 Chardonnay (Stellenbosch),Chardonnay,Thelema
118949,"This is so ripe it smells like raisin extract and prune juice. A murky, stewy palate and overt raisiny flavors finish with a rubbery, tannic feel. Acceptable but with glaring weaknesses.",81,@wineschach,Bodega Privada 2012 Malbec (Mendoza),Malbec,Bodega Privada
81349,"Ripe notes of yellow plum dance on the palate against a firm, citric background of immense freshness. This stands with poise and a seriously straight back. The midpalate is as savoury as soy sauce. Totally enlivening and refreshing with a lovely, concentrated core and backbone.",91,@AnneInVino,R&A; Pfaffl 2015 Haidviertel Grüner Veltliner (Weinviertel),Grüner Veltliner,R&A; Pfaffl
43031,"The nose isn't overly expressive but eventually reveals suggestions of tropical fruit, chopped herb and a whiff of stone. The straightforward, slender palate offers grapefruit, a hint of peach and mineral accompanied by crisp acidity.",87,@kerinokeefe,Alois Lageder 2014 Lehen Sauvignon (Alto Adige),Sauvignon,Alois Lageder
21830,"Aromas of pinched rubber and stems precede a light-bodied palate with flavors of leafy red fruits, butter and caramel. Oak flavors and mild acidity run the finish.",81,@wineschach,Denario 2012 Pinot Noir (Patagonia),Pinot Noir,Denario
114585,"This is firm, with an almost-burnt toast flavor. It is packed with fruit and dominating woody tannins, so give it at least two years to soften.",86,@vossroger,Bernard Magrez 2009 Esperança Red (Douro),Portuguese Red,Bernard Magrez
125228,"Smelling like a freshly mowed lawn, the nose on this bottling also offers that funky cut tennis ball and sour-apple aroma common in some Sauv Blancs. There is strong acidity once sipped, and a stony structure frames dried green apple and sour grass flavors.",85,@mattkettmann,Byington 2013 Liage Sauvignon Blanc (Monterey County),Sauvignon Blanc,Byington
43361,Low yields have produced a concentrated wine. The tannins are powerful and dense—a fine foil to the ripe juicy black-currant fruit. The impressive wine is going to take its time to be ready to drink with richness and tight structure. Drink from 2021.,91,@vossroger,Château Hourtin-Ducasse 2014  Haut-Médoc,Bordeaux-style Red Blend,Château Hourtin-Ducasse
71610,"Loaded with pretty black-cherry flavor, this is a Cabernet-based, Bordeaux-style blend. Sourced from Klipsun, Red Willow, Olsen and Stillwater Creek, it shows a fair amount of stiff, slightly green tannins. The earthy subtext is all in proportion, and this plays like a young Bordeaux. Give it some extra breathing time.",90,@paulgwine ,Sparkman 2010 Stella Mae Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Sparkman
30828,"This straightforward Dolcetto has red berry and spice aromas and raspberry jam, clove and orange zest flavors. With its flexible tannins, it's ready to be enjoyed soon.",87,@kerinokeefe,Collina San Ponzio 2016  Dolcetto d'Alba,Dolcetto,Collina San Ponzio
8353,Ripe yellow stone fruit and a floral whiff of pressed Spanish broom lead the nose while the bright round palate offers mature yellow pear and orange zest. It closes on a note of bitter almond.,87,@kerinokeefe,Tenuta La Vigna 2015  Vernaccia di San Gimignano,Vernaccia,Tenuta La Vigna
12466,"Fresh and fun with a nose of rhubarb and spice. On the palate, strawberry and spice is delicate with a touch of tartness. A great go-to summer sip that will pair nicely with salmon, grilled meats.",84,@suskostrzewa,Sheldrake Point 2008 Dry Rosé (Finger Lakes),Rosé,Sheldrake Point
5539,"This is a very watery, almost scentless wine, with hints of golden apples on the nose. The palate is also lacking, showing slight pears and nectarines. The DIY label is a cute gimmick though.",82,@mattkettmann,Scratchpad 2013 Sauvignon Blanc (Central Coast),Sauvignon Blanc,Scratchpad
16717,"Buttery vanilla, cherry and plum notes give this wine a plush backdrop of fruit and rich, round texture. With small percentages of Cabernet Franc, Merlot and Petit Verdot, it reveals additional cedar and graphite components before unleashing a lasting chocolate flavor on the finish.",90,@vboone,Beringer 2014 Beringer Estates Selection Cabernet Sauvignon (Knights Valley),Cabernet Sauvignon,Beringer
82770,"Jammy aromas of plum and berry are oaky and come with a hint of rubber and/or latex. This is weighty yet balanced. Earthy flavors of baked black fruits, tea and spice are slightly minerally, while the finish is oaky and generous, with a touch of menthol and heat.",90,@wineschach,Vinos de Arganza 2011 Flavium Selección Mencía (Bierzo),Mencía,Vinos de Arganza
107223,"This has black-skinned berry, mocha and tilled soil aromas. The concentrated palate doles out blackberry, clove and anise flavors alongside fresh acidity and fine-grained tannins. Enjoy through 2021.",89,@kerinokeefe,Vite Colte 2015 La Luna e i Falò Barbera,Barbera,Vite Colte
106142,"Deep violet red to the eye, this wine offers fragrances of raspberry and vanilla. It has a silky mouthfeel as well as a pleasantly easy-drinking quality, with flavors of cherry, Dr Pepper, pomegranate seeds and eucalyptus that carry on into the bright and satisfying finish.",90,@worldwineguys,Or Haganuz 2012 Amuka Series Marus Single Vineyard Shiraz (Galilee),Shiraz,Or Haganuz
114660,"Made with 60% Friulano, 30% Sauvignon and 10% Malvasia, this opens with aromas of ripe Golden Delicious apple, vanilla and hay. The straightforward palate offers pink grapefruit and toasted almond alongside fresh acidity.",87,@kerinokeefe,Tenuta di Angoris 2014 Giulio Locatelli Riserva White (Collio),White Blend,Tenuta di Angoris
20877,"Subdued aromas recall white flower and stone fruit. The muted palate reveals mature yellow apple skin, lemon zest and notes of nut butter alongside sharp bubbles. It has a tangy but fleeting finish.",86,@kerinokeefe,Ricci Curbastro 2009 Extra Brut Sparkling (Franciacorta),Sparkling Blend,Ricci Curbastro
37288,"Ciel du Cheval, Klipsun, Obelisco and Quintessence make up this wine. The aromas of smoke, dark plum, cocoa, herb and spice lead to black-fruit flavors that show a sense of sophistication. There's no question it comes from a warm vintage and region but it shows a judicious touch.",91,@wawinereport,Mark Ryan 2014 Dead Horse Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Mark Ryan
18176,"Ripe and rich, this offers layers of yellow fruits over a crisper, more steely texture. From one of the largest vineyards in Montagny, this concentrated wine needs time to develop. Drink from 2018.",90,@vossroger,Domaine Feuillat-Juillot 2013 Les Coères Premier Cru  (Montagny),Chardonnay,Domaine Feuillat-Juillot
86212,"Upon first sniff, this could be a Chilean red; but then the warm fruity entry—complete with hints of crushed flower and fresh herb—suggests something else entirely. The wine does not hold together well, turning sour and herbal through the back of the palate.",85,@paulgwine ,Martinez & Martinez 2010 Dion Carlo Carmenère (Horse Heaven Hills),Carmenère,Martinez & Martinez
34549,"A deep, developed wine with cola, licorice and prune aromas. The palate is poised and balanced even if it's rich and very ripe. Layered in the mouth, with plum, prune, chocolate, coffee and fine spice, which is about as complete a package as you'll find with Malbec. Cabernet and Syrah; drink now through 2015.",92,@wineschach,Lagarde 2007 Henry Gran Guarda No. 1 Red (Mendoza),Red Blend,Lagarde
57417,"Aromas of pointed red plum and mild earthy, leafy aromas precede a well-constructed palate, with dark plum and standard berry flavors. This is a mellow wine that's very good for the price.",88,@wineschach,Wrongo Dongo 2010 Monastrell (Jumilla),Monastrell,Wrongo Dongo
61425,"The wine has sweetness as well as a sugar-water character. It is fruity, but has a concocted, artificial aftertaste.",82,@vossroger,Quinta da Lagoalva de Cima 2013 Late Harvest Gewürztraminer-Riesling (Tejo),Gewürztraminer-Riesling,Quinta da Lagoalva de Cima
46377,"Powerful oaky elements meet very ripe and concentrated fruit flavors in this deeply colored, bold and full-bodied wine. Charcoal, wood smoke and clove aromas are followed by blackberry jam and black-cherry flavors, while light, smoky and peppery nuances weave through them. While the first whiff is oaky, everything comes together well on the palate and finish.",91,@gordone_cellars,Michael David 2015 7 Deadly Red (Lodi),Red Blend,Michael David
57155,"White wines are rare in the Côte de Nuits and this wine is as structured as many reds. It does have strong toast flavors, a juicy citrus character and pear flavors. They go with an apple skin and spice aftertaste, laced with acidity. Drink until 2022.",91,@vossroger,Domaine de Bellene 2011 Les Monts de Boncourt  (Côtes de Nuits Villages),Chardonnay,Domaine de Bellene
77050,"Racy plum and cherry aromas lead to an edgy palate with bold acidity. Crisp, foxy flavors of raspberry and plum finish spicy and with pronounced acidity. This wine emphasizes acidity and freshness over ripeness and heft.",87,@wineschach,Domaine Bousquet 2016 Finca Lalande Malbec (Mendoza),Malbec,Domaine Bousquet
41997,"Bright citrus peel, green apple, fresh grass and savory herbs abound on the nose and mouth of this lively white. The palate is sprightly and refreshing, with zesty acidity and a hint of fynbos herbaceousness on the finish. Drink now.",87,@laurbuzz,Tokara 2014 Sauvignon Blanc (Western Cape),Sauvignon Blanc,Tokara
8129,"Barrel influences takes over aromatically, with notes of wood, toast and dark chocolate in front of golden raisins, with the fruit seeming somewhat dried out. The palate brings tart cranberry and cherry flavors that show a sense of liveliness. Good things are going on but the aromas and palate seem a bit disconnected at present.",88,@wawinereport,Auclair 2014 Heart of the Hill Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Auclair
86845,"Ripe blackberry juice, espresso, baking spices and savory roasted herbs hit the nose on this blend of 60% Grenache and 40% Syrah. Dried black cherries dominate the palate, with extra seasoning from chopped mint, lilacs and all manner of brown and black spices. It's almost too flavorful.",87,@mattkettmann,Ventana 2013 Rubystone Red (Arroyo Seco),Rhône-style Red Blend,Ventana
8812,"This opens with aromas of leather, black fruit, spice and balsamic herbs along with earthy notes. The palate delivers black cherry flavors accented with notes of vanilla, cinnamon. espresso and a hint of grilled herbs. However, it's evolved with a short finish, so enjoy soon.",87,@kerinokeefe,Renieri 2009  Brunello di Montalcino,Sangiovese,Renieri
67155,"The Ollières vineyard is set at the heart of a 1,500-acre estate close to the Sainte Victoire mountain. This white wine is fruity, fragrant and with plenty of tangy acidity. It is lifted by the citrus and filled out with the green plums. Drink from late 2017.",88,@vossroger,Château d'Ollières 2016 White (Coteaux Varois en Provence),Provence white blend,Château d'Ollières
121252,"It's no surprise that the Daou brothers blend of 45% Syrah, 43% Cabernet Sauvignon and 12% Petit Verdot packs a rich blueberry, dark chocolate and espresso nose. Nor is the lush mouthfeel, the grippy, fine-grained tannins, or the the black cherry, stewed beef and black peppercorn flavor profile particularly shocking. It's just another massive, delicious and dark wine from their portfolio.",94,@mattkettmann,Daou 2012 Mayote Syrah-Cabernet Sauvignon (Adelaida District),Syrah-Cabernet Sauvignon,Daou
124619,"LIght and fresh, this is a crisp interpretation of Vermentino. Bright apple and lime flavors give a refreshing lift, while the aftertaste brings out lively acidity. Drink now.",86,@vossroger,Union de Vignerons de l'Île de Beauté 2014 Domaine Petroni Vermentino (Corse),Vermentino,Union de Vignerons de l'Île de Beauté
88992,"All the characteristic pepperiness of Zweigelt swings enticingly on nose and palate of this fresh-faced wine. This is medium bodied, fruit-driven and made incredibly appetizing by white pepper notes that pervade and complement the cherry fruit. Vibrant fruit singles this out.",90,@AnneInVino,Johanneshof Reinisch 2013 Zweigelt (Thermenregion),Zweigelt,Johanneshof Reinisch
120869,"Though given ample time in bottle, this wine can still use more time to open, or be cellared, through 2020. Structured, it's meaty in oak and wild game, the deep, dark fruit conservatively remaining in the background. A peppery finish makes it memorable.",91,@vboone,Baker Lane 2010 Estate Vineyard Syrah (Sonoma Coast),Syrah,Baker Lane
82865,"Really taut, tight wine, its mature toastiness embedded in a steely, mineral, very dry texture. The acidity is assertive, wonderfully refreshing, so crisp. It may be 18 years old, but it looks likely to age for several years yet.",96,@vossroger,Moët & Chandon 1992 Grand Vintage Collection Brut  (Champagne),Champagne Blend,Moët & Chandon
84376,"The clever label reads “Original Flavor—Unoaked” and the wine has not a hint of anything other than bare-bones apple-flavored fruit. It's simple, light and balanced.",84,@paulgwine ,Wine by Joe 2010 Chardonnay (Oregon),Chardonnay,Wine by Joe
15310,"Also known for its sparkling wines, the small region of Bucelas, just north of Lisbon, specializes in Arinto. This rich wine brings out the citrus and white fruits of the grape along with an extra depth of flavor that will allow it to age. Drink now, but also wait until 2016.",89,@vossroger,Quinta da Romeira 2013 Prova Régia Reserva Arinto (Bucelas),Arinto,Quinta da Romeira
94189,"Pascal Bouchard's entry-level Chablis is a wine that is tank fermented, preserving its great fruitiness. The wine is certainly full of lemon, pear and orange-zest flavors. With its forward fruitiness it can be drunk now, but should hold well through 2019.",85,@vossroger,Pascal Bouchard 2012 Le Classique  (Chablis),Chardonnay,Pascal Bouchard
111866,"A light style, with straightforward citrus and green apple fruit, this widely available Chardonnay is clean and generic, unoaked and bone dry.",86,@paulgwine ,Hogue 2008 Genesis Chardonnay (Columbia Valley (WA)),Chardonnay,Hogue
33144,"There is no indication on the bottle what this blend might be. Regardless of composition, it's a generic, solid wine with melon and vanilla cookie aromas backed by a round, citrusy mouthfeel. Flavors of briny citrus and white grapefruit finish decently.",85,@wineschach,Paso a Paso 2013 Made With Organic Grapes White (Vino de la Tierra de Castilla),White Blend,Paso a Paso
